$BlockNames
EXP_JointSet_1_Axle_111:EXP社 小型車軸
$Mission_DefeatEnemyAmbush6
QLFight:敵の伏兵を撃退
QLFind:Find the Delivery Crate [NEW]
QLOpen:貨物を開封する
QLTitle:失われた貨物
QLDescription:厳重に保管されていたブロックが運搬中の不具合により、行方不明になってしまった。他の勢力に取られるわけにはいかないので、着陸地点へ向かってほしい。貨物を確保することさえできれば中身は好きにして構わない。ただ他の者に奪われないよう警戒せよ。
$Mission_DefeatEnemyAmbush7
QLFight:敵の伏兵を撃退
QLFind:正体不明の物体を調査せよ
QLOpen:貨物を開封する
QLTitle:落下地点へ急行せよ
QLDescription:付近に落下した正体不明の物体を調査してほしい。万が一ユニットだった場合、敵対する可能性もあるので注意されたし。
$Mission_DefeatEnemyAmbush8
QLFight:敵の伏兵を撃退
QLFind:Find the Delivery Crate [NEW]
QLOpen:貨物を開封する
QLTitle:ご当選おめでとうございます！
QLDescription:おめでとうございます！あなたは無作為に抽選されるクジに見事当選しました！配達箱は近くに届けられますので現場へ向かってください！
$Mission_DefeatEnemyAmbush9
QLFight:敵の伏兵を撃退
QLFind:Find the Delivery Crate [NEW]
QLOpen:貨物を開封する
QLTitle:【小包み】をその手に掴め
QLDescription:BNIB貨物社は新品未開封のブロックをご提供いたします。今お申込みいただけると1年間の品質保証付きなのでお早めにどうぞ！
$Mission_DefeatEnemyAmbush10
QLFight:敵勢力を全滅させろ
QLFind:Find the Delivery Crate [NEW]
QLOpen:貨物を開封する
QLTitle:秘密を横取り
QLDescription:我々の諜報活動に協力してほしい。敵勢力の【小包み】はパスワードで保護されているが、我々はそのロックを解除した。近くに護衛の敵が待機している可能性もゼロではないので警戒しつつ回収されたし。
$MissionCaptureEnemyBase
msgBaseCaptured01:拠点を守る<color=#f23d3dff>ガーディアン</color>をすべて倒したので、<color=#81ccefff>拠点</color>はあなたのものだ。おめでとう！
msgBaseCaptured02:ここに残したり、<color=#81ccefff>ブロック</color>を好きなように利用できる。
msgBaseDestroyed:しまった <color=#f23d3dff>敵の拠点</color>を壊してしまった。きっと次はうまくいくはずだ。。。
msgBaseSpotted01:<color=#f23d3dff>敵の拠点</color>を発見！うまくいけば自分のものにできそうだ・・・
msgBaseSpotted02:拠点を守るすべての<color=#f23d3dff>ガーディアン</color>を倒そう。まちがえて<color=#f23d3dff>拠点</color>に自分の攻撃を当てないよう注意！
QLDefeatEnemies:拠点のガーディアンを全て倒す
QLTitle:敵の拠点を制圧
QLDescription:すべてのガーディアンを倒そう
$MissionCaptureEnemyBase2
QLDefeatEnemies:拠点の護衛ユニットを倒せ
QLTitle:敵拠点のを制圧せよ
QLDescription:この付近に敵の拠点があることがわかった。拠点の護衛ユニットが周囲に迷惑をかけていることも判明した。拠点にダメージを与えることなく護衛ユニットのみを破壊せよ
$MissionCaptureEnemyBase3
QLDefeatEnemies:反逆者の護衛を倒せ
QLTitle:反逆ステーションを制覇せよ
QLDescription:反逆ステーションがこのエリアに設置されている可能性があることを示す信号を受信しています。ステーションを探し、信号の発信源を調査し、反逆ステーションを獲得しましょう。
$MissionCaptureEnemyBase4
QLDefeatEnemies:ライバルユニットを倒せ
QLTitle:ライバルの拠点を制覇せよ
QLDescription:敵のユニットが付近に拠点を設けているようです。彼らはGSO社への最近の支払いを数回分滞納しているが、拠点は強化されている。このユニットを破壊できれば、この拠点を自分のものにできるかもしれない。
$MissionCaptureEnemyBase5
QLDefeatEnemies:護衛ユニットを倒せ
QLTitle:秘密のはぐれ司令部
QLDescription:護衛ユニットがGSO社のブロックを盗み、付近の拠点で闇市場を行っている。防衛ユニットを倒し、はぐれ司令部を自分のものにしよう。
$MissionDestroyEnemyBase
msgBaseDestroyed01:<color=#f23d3dff>敵の拠点</color>を破壊した！
msgBaseDestroyed02:ここにいる間に、瓦礫の中から<color=#81ccefff>ブロック</color> を探してみましょう！
msgBaseSpotted01:敵対する<color=#f23d3dff>グループの拠点</color>を発見！制圧は難しそうだ・・・
msgBaseSpotted02:ブロックを全て取り外し<color=#f23d3dff>拠点</color>破壊せよ！
QLTitle:敵拠点を破壊
QLDescription:拠点から全てのブロックを取り外せ
$Mission_DefeatEnemySequential
msgComplete1:<color=#f23d3dff>敵ユニット</color>はたおしたが、次が来ます！
msgComplete2:第二波を乗り越えましたが、最後の<color=#f23d3dff>敵ユニット</color>がこちらに向かっています！
msgComplete3:すべての<color=#f23d3dff>敵ユニット</color>をたおしました
msgSpotted1:<color=#f23d3dff>敵ユニット</color>を発見！増援を呼ぶ前にたおしましょう！
msgSpotted2:<color=#f23d3dff>敵ユニット</color>の増援が現れました！
msgSpotted3:この<color=#f23d3dff>敵ユニット</color>の群れが最後です！
QLFight:敵勢力を倒す
QLFind:敵勢力を探す
QLTitle:敵からの波状攻撃
QLDescription:敵の新興勢力がこの近くに現れた。どうやらこのあたり一帯の支配権を狙っているようです。被害が出る前に阻止し、撃退してください。
$Mission_DefeatEnemySequential2
QLFight:敵部隊を破壊
QLFind:敵部隊を捜索
QLTitle:敵の増援を撃退せよ
QLDescription:好戦的な地上ユニットの群れが近くに現れた模様です。彼らの着陸地点へ向かい、陣を敷かれる前に先遣隊とその増援部隊を全て倒してください！
$Mission_DefeatEnemySequential3
QLFight:敵を倒せ
QLFind:敵を探せ
QLTitle:敵の増援部隊を倒せ
QLDescription:付近に、非常に攻撃的な部隊が到着した。降着場を探し当て、前衛を破滅させ、敵が位置を固める前に、補強箇所を崩しましょう。
$Mission_DefeatEnemySequential4
msgComplete1:<color=#f23d3dff>敵</color>が警告を発しています。あなたのもとに<color=#f23d3dff>敵</color>がもっと押し寄せてきていますよ。
msgComplete2:第二波を打倒できましたね。おっと、またやってきますよ。
msgComplete3:さすがです、<color=#f23d3dff>敵</color>を倒すことができましたね。
msgComplete4:<color=#f23d3dff>Enemies</color> destroyed. Excellent work!
msgSpotted1:あの<color=#f23d3dff>敵</color>の一味を倒そう。
msgSpotted2:ほらあっち、<color=#f23d3dff>敵</color>のユニットがこっちに向かっているよ
msgSpotted3:<color=#f23d3dff>敵ユニット</color>も、もうじき尽きるだろう。
msgSpotted4:さあ、どんどん挑もう！<color=#f23d3dff>敵</color>のユニットがお押し寄せてくる。
QLFight:敵部隊を殲滅せよ
QLFind:敵部隊を探せ
QLTitle:敵部隊の殲滅
QLDescription:侵攻してきた悪の結社をひねってやれ！被害が出る前に一掃してしまおう
$Mission_DefeatEnemySequential5
msgComplete1:手応えがありませんね・・・近くに他の<color=#f23d3dff>敵</color>がいるようです！
msgComplete2:どうやら我々を見くびっていたようですね！
msgComplete3:<color=#f23d3dff>敵</color>撃破を確認！いい仕事しますね！
msgComplete4:すばらしい！<color=#f23d3dff>敵</color>を撃破しました！
msgComplete5:その<color=#f23d3dff>敵部隊</color>でオシマイのようです、お疲れさまでした！
msgSpotted1:倒せ！倒せ！
msgSpotted2:助けてください！<color=#f23d3dff>敵勢力</color> がこちらに向かっています！
msgSpotted3:<color=#f23d3dff>敵勢力</color>は第一波だけではなさそうです。ツイてないですね。。。
msgSpotted4:まだまだ<color=#f23d3dff>次の波</color>が来ます！
msgSpotted5:いよいよ次が<color=#f23d3dff>最終波</color>です！
QLFight:敵を無力化
QLFind:敵を捜索
QLTitle:敵軍を討ち取れ！
QLDescription:悪党の軍勢がこの地域に勢力を拡大しようとしている。いま前哨部隊を撃退せず本隊が到着した場合は撃退が困難になるでしょう。先回りして先遣隊を迎撃してください！
$Mission_DestroyFleeingEnemy01
QLTitle:走り屋を捕まえろ！
QLDescription:制限時間内にこちらで指定した走り屋ユニットを倒してください。成功した場合は褒賞を差し上げます。失敗した場合はなにも差し上げられません。
QLFind:走り屋ユニットを探す
QLCatchAndDestroy:走り屋ユニットを倒す
msgEnemiesSpotted:あそこです！走り屋を捕まえてください！
msgFailedLostThem1:ああっ！ユニットを倒すだけでよかったのに！！
msgFailedLostThem2:《ミッション失敗》
msgFailedOutOfTime1:時間切れです！今回は走り屋の勝ちですね。
msgFailedOutOfTime2:《ミッション失敗》
msgMissionComplete1:成功！よくやりました！
msgMissionComplete2:《ミッション完了》
$Mission_DestroyFleeingEnemy02
QLTitle:バウンティ・ハンター
QLDescription:制限時間内に賞金を集めよう。どうやらターゲットが盗まれてしまったようだ。しかし、我々は速やかに報復するのできっと取り返せるだろう。ターゲットを捕らえて破壊し、報酬を獲得しよう。ターゲットに逃げられるか、制限時間内に捕まえることができなかったら、報酬は受け取れない。
QLFind:ターゲットのユニットを探せ
QLCatchAndDestroy:ターゲットを倒せ
$Mission_DestroyFleeingEnemy03
QLTitle:ジンジャーブレッドマン
QLDescription:ジンジャーブレッドマンの名前を用いた犯罪者がこのエリアで発見された。 彼を追い払い、つまみ出そう。でも、制限時間以内に達成しないと報酬がもらえないので、注意しよう。
QLFind:ジンジャーブレッドマンを探せ
QLCatchAndDestroy:ジンジャーブレッドマンを倒せ
$Mission_DestroyFleeingEnemy04
QLTitle:逃走者登場
QLDescription:あのユニットは、我々から注文したブロックに料金を支払わないで逃走した。急いで追いかけて、制限時間以内に破壊しよう。
QLFind:逃走者を探せ
QLCatchAndDestroy:逃走者を倒せ
$Mission_DestroyFleeingEnemy05
QLTitle:脱走した受刑者
QLDescription:このエリア内で、脱走した受刑者が目撃された。他人のユニットを盗んで逃げている模様だ。彼を探し出し、制限時間以内にユニットを破壊しよう。
QLFind:受刑者を探せ
QLCatchAndDestroy:受刑者を破壊せよ
$Mission_DestroyFleeingEnemy06
QLTitle:追いかけっこ
QLDescription:足の速さに自信はあるかな？チャンピオンを捕まえられるかお手並み拝見させていただこう。チャンピオンを捕らえて、制限時間内に彼のキャブを破壊できたら、賞品が贈られるよ。え…なんだって？勝った暁には新しいチャンピオンになるって？おっと、いや、なんでもないよ！さあ、急いで出発しよう！
