$BlockNames
EXP_JointSet_1_Axle_111:创新研发科技 小型轮轴
msgFilterAttached01:那是什么？过滤器是做什么的？
msgFilterAttached02:当然了，线索就在名字里 ！
msgFilterAttached03:它是一个可以过滤资源块的传送带…
msgFilterAttached04:…所以一些资源块可以通过它，其他的会被它忽略！
msgFilterAttached05:你为什么不自己试试他，老兄？
msgSetFilter:右键过滤器后拖动到右边栏的<color=#81ccefff>木头块</color>图标后松手就可以让过滤器<color=#81ccefff>过滤</color>木头块。
msgSetFilter_Pad:捡起这一 <color=#81ccefff>原木块</color>并用{key:0}将它放置在<color=#81ccefff>过滤器</color>上。
msgFilterSet01:完美！
msgFilterSet02:为什么我们要过滤特定的资源块？
msgFilterSet03:小子，我还以为你不会问这个！
msgFilterSet04:特殊零件件来了！注意你的头顶（我想你知道这过程）…
msgGeneratorSpawned01:烧尽天空吧，这是<color=#81ccefff>燃烧发电机</color>！
msgGeneratorSpawned02:<color=#81ccefff>燃烧发电机</color>可以燃烧资源块来给你的基地供电。
msgGeneratorSpawned03:它甚至可以在漫长寒冷的夜晚工作到天明！
msgAttachGenerator:把<color=#81ccefff>燃烧发电机</color>连接到<color=#81ccefff>基地</color>，如果你想继续的话。
msgFeedGenerator:将<color=#81ccefff>原木</color>返回到输送器上从而将它传输至<color=#81ccefff>发电机</color>内。
msgGeneratorAttached01:<color=#81ccefff>木头块</color>在给<color=#81ccefff>电池</color>充电而且<color=#81ccefff>防御罩</color>启动了！
msgGeneratorAttached02:我们需要保持<color=#81ccefff>发电机</color>有储备的燃料，虽然…
msgAttachReceiver:将<color=#81ccefff>接收器</color>连接到<color=#81ccefff>传送带</color>的末端。
msgReceiverAttached:看<color=#81ccefff>过滤器</color>在这些杂七杂八的资源中分拣资源…
msgFilterExplanation01:然后<color=#81ccefff>过滤器</color>分拣了<color=#81ccefff>木头块</color>送到<color=#81ccefff>发电机</color>
msgFilterExplanation02:…让其他的一切都继续向<color=#81ccefff>仓筒</color>移动！
msgFuelExplanation01:我会告诉你个小秘密，老兄…
msgFuelExplanation02:<color=#81ccefff>发电机</color>不仅可以使用<color=#81ccefff>木头块</color>发电…
msgFuelExplanation03:它也可以使用其他<color=#81ccefff>资源</color>发电！
msgOpenFilterMenu:<color=#81ccefff>右键后按住</color>那个<color=#81ccefff>过滤器</color>来打开<color=#81ccefff>过滤菜单</color>。
msgOpenFilterMenu_Pad1:按下{key:0}以开启<color=#81ccefff>瞄准标线</color>。
msgOpenFilterMenu_Pad2:指向<color=#81ccefff>过滤器</color>并按下{key:0}以打开<color=#81ccefff>过滤菜单</color>。
msgSelectFuelChunks:现在悬停在<color=#81ccefff>仅过滤可燃资源</color>的上面然后<color=#81ccefff>松开右键</color>。
msgSelectFuelChunks_Pad:选择<color=#81ccefff>过滤集合</color>选项，然后选择<color=#81ccefff>仅过滤燃料块</color>。
msgFilterSetToFuel01:就是这样！
msgFilterSetToFuel02:看一看其他的一些资源，都可以作为<color=#81ccefff>燃料</color>…
msgTutorialComplete01:你似乎很喜欢这个过程，老兄…
msgTutorialComplete02:…所以为什么不在我离开的时候帮我保管这个基地？
msgTutorialComplete03:别担心，我会回来的…“不久”。再见，老兄。
msgTutorialComplete04:任务完成
QLTitle:工业制造III
QLDescriptionLong:制造者迈克又来到这个区域了。他想告诉你一些小秘密，老兄。
QLDesc01:寻找制造者迈克
QLDesc02:装配过滤器
QLDesc03:设置过滤“木头块”
QLDesc04:启动基地的防御盾
QLDesc05:装载接收器
QLDesc06:将过滤器设置为“只过滤可燃资源”
msgLeavingMissionArea:哦，你已经离开了吗？
msgBlockOutsideArea:老兄想捣鬼？
$GSO2CraftingTutorial04
msgIntro:好吧如果那个不是我的老朋友…
msgBaseFound01:你好，老兄！
msgBaseFound02:你在另一个赚钱的生意里抓住我了！
msgBaseFound03:事实上，我正在期待一个特殊的货物…
msgBaseFound04:小心头顶！
msgScrapperSpawned01:这就是所谓的<color=#81ccefff>废品处理机</color>。
msgScrapperSpawned02:这是一些科技公司最先进的技术，老兄。
msgScrapperSpawned03:首先，它吞下<color=#81ccefff>零件</color>…
msgScrapperSpawned04:…然后他会吐出来<color=#81ccefff>资源块</color>！
msgAttachScrapper:把<color=#81ccefff>废品处理机</color>装配到<color=#81ccefff>基地</color>上然后观察它工作。
msgScrapperAttached:很好很好…
msgPutBlockInScrapper:现在随便翻出来个<color=#81ccefff>银河系联合国方块</color>，然后放在<color=#81ccefff>废品处理机</color>边上就可以了！
msgScrappingInProgress:（希望你不需要那个<color=#81ccefff>银河系联合国方块</color>，老兄）
msgTutorialComplete01:咜嗒！<color=#81ccefff>资源块</color>蹦出来了！
msgTutorialComplete02:通过在<color=#81ccefff>交易站</color>贩卖方块，你可以将<color=#81ccefff>方块</color>变为<color=#81ccefff>财富</color>！
msgTutorialComplete03:什么？你找到了<color=#81ccefff>方块</color>，所以你想要点利润？
msgTutorialComplete04:哦，老兄！很好，很好…
msgTutorialComplete05:不过，我有一个“商业交易”在别的地方…
msgTutorialComplete06:再见，老兄。
msgTutorialComplete07:任务完成
msgLeavingMissionArea:我很快就会回来，老兄。
msgBlockOutsideArea:我会带<color=#81ccefff>零件</color>回来感谢你，老兄！
QLTitle:工业制造 II
QLDescriptionLong:制造者迈克找到了另一个赚钱的方法，或许他会和你分享一些这方面的知识…
QLDesc01:寻找制造者迈克
QLDesc02:装配零件分解器
QLDesc03:分解一个方块
$GSO2CraftingTutorial05
msgIntro:这里，老兄…
msgBaseFound01:<color=#81ccefff>制造者迈克</color>再次为你服务！
msgBaseFound02:事实上…也许你可以为我服务一次！
msgBaseFound03:我需要某个零件…
msgBaseFound03New:我需要一些资源…
msgBaseFound04:<color=#81ccefff>轮子</color>的制造材料很精确！
msgBaseFound04New:<color=#81ccefff>6个未精炼橡胶</color>和<color=#81ccefff>7个铁矿石</color>的制造材料清单相当简单！
msgBaseFound05:让我们看看你能否做出一个！
msgBaseFound05New:如果你找到这些资源，把它们放在<color=#81ccefff>仓筒</color>里，老兄。
msgResourcesReminder:记住，老兄，我在找<color=#81ccefff>6个未精炼橡胶</color>和<color=#81ccefff>7个铁矿石</color>块。
msgAttachRefinery:我觉得你需要先把那个<color=#81ccefff>精炼器</color>连接好…
msgAttachRefineryNew:你需要先连接那个<color=#81ccefff>精炼器</color>…
msgResourcesInSilo01:是的，这些都是我们需要的所有资源，老兄！
msgResourcesInSilo02:现在让我们开始制造！
msgRefineryAttached01:好了，你现在是主角，老兄。
msgCraftBlock01:做一个<color=#81ccefff>银河系联合国土路轮</color>给我，怎么样老兄？
msgRefineryExplanation01a:你注意到了吗？
msgRefineryExplanation01b:这些资源直接经过了<color=#81ccefff>精炼器</color>！
msgRefineryExplanation01c:<color=#81ccefff>精炼器</color>知道这些是<color=#81ccefff>合成台</color>用的原料资源…
msgRefineryExplanation01d:现在让我们尝试一种更先进的<color=#81ccefff>制造配方</color>。
msgCraftBlock02:让我们看看如果你能不能做一个<color=#81ccefff>银河系联合国集合轮</color>。
msgRefineryExplanation02a:这次资源进入了精炼器…
msgRefineryExplanation02b:…因为配方需要精炼的资源！
msgRefineryAttached02:检查<color=#81ccefff>银河系联合国集合轮</color>在<color=#81ccefff>合成台</color>菜单里需要你提供的材料。
msgRefineryExplanation:连接好的<color=#81ccefff>精炼器</color>会自动提炼所需资源供给给<color=#81ccefff>合成台</color>。
msgComplete01:恭喜！你让他工作起来了，老兄！
msgComplete01New:谢谢，老兄。看来这次你教了我一两件事！
msgComplete02:原来我现在真的不需要<color=#81ccefff>银河系联合国集合轮</color>
msgComplete02New:你辛辛苦苦的做那些零件…
msgComplete03:…这样你就可以拿着它了！
msgComplete03New:…这样你就可以拿着这些了！
msgComplete04:除此之外 ，我还有更重要的事情要做！回见，老兄！
msgComplete05:任务完成
msgBlockOutsideArea:嘿！你不能拿走那个<color=#81ccefff>精炼器</color>，老兄！
msgLeavingMissionArea:当你已经准备好继续的时候回来，老兄。
QLTitle:工业制造
QLDescriptionLong:制造者迈克想扩大他的零件生产业务，但我觉得如果没有你的帮助，他将无法做到这一点。找到他学习更多的东西。
QLDesc01:寻找制造者迈克
QLDesc02:收集6个未精炼橡胶和7个铅矿石
QLDesc03:装配精炼器
QLDesc04:制造一个银河系联合国土路轮
QLDesc05:制造一个银河系联合国集合轮
$GSO2CraftingTutorial06
msgIntro:我看到你了，老兄，这里！
msgBaseFound01:嘿！老兄！
msgBaseFound02:我站在这个废弃的采石场中间要干什么，你说呢？
msgBaseFound03:我听到一个有趣的传闻，可能有珍贵的<color=#81ccefff>资源</color>隐藏在这些岩石里
msgUncoverSeam01:你能帮我找到一个地下<color=#81ccefff>油胶矿脉</color>吗？
msgUncoverSeam02:让我们开始钻！
msgSeamUncovered01:你发现了一个<color=#81ccefff>油胶裂缝</color>！所以谣言是真的…
msgSeamUncoveredEarly:什么？你已经找到了一个<color=#81ccefff>油胶裂缝</color>。你始终领先我一部，老兄！
msgSeamUncovered02:我们现在需要的是收集这些珍贵的矿物的机器…
msgSeamUncovered03:小心头顶！
msgAutoMinerSpawned01:这个<color=#81ccefff>自动采矿机</color>会很好的完成工作！
msgAutoMinerSpawned02:<color=#81ccefff>自动采矿机</color>会自动把资源从<color=#81ccefff>矿脉</color>里挖掘出来直到矿脉枯竭！
msgAnchorAutoMiner:去吧老兄，把<color=#81ccefff>自动采矿机</color>锚定到<color=#81ccefff>油胶裂缝</color>上。
msgComplete01:就是这样！看<color=#81ccefff>自动采矿机</color>在那里工作…
msgComplete02:…
msgComplete03:等等，都这个点了？我得走了！
msgComplete04:你会为我照顾这些东西的吧，老兄？
msgComplete05:谢谢你，我欠你一次。再见！
msgBlockOutsideArea:你还想把<color=#81ccefff>自动挖掘机</color>拿走？
msgLeavingMissionArea:我就在这里等你…
QLTitle:工业制造IV
QLDescriptionLong:制造者迈克躲藏在一个已经大致被废弃的采石场里，找到他然后看看他这次需要你做些什么。
QLDesc01:寻找制造者迈克
QLDesc02:找到油胶裂缝
QLDesc03:开采油胶裂缝
$GSO2CraftingTutorial07
msgIntro:这里需要帮忙，老兄…
msgBaseFound01:看起来你明白我的意思了！
msgBaseFound02:我要去参加一个重要会议，正忙着自己的事…
msgBaseFound03:…突然间，一群讨厌的匪徒袭击了我！
msgBaseFound04:我哪里惹他们了？！
msgBaseFound05:老兄你别担心，我有办法避开危险，
msgBaseFound06:…但是我的一个推进器坏了然后…咻——地掉了下来。
msgBaseFound07:我很幸运的降落在这个没有使用但是功能完善的地方附近，多么意外的发现！
msgOpenFabricatorMenu:我认为你能给我造个喷射推进器，老兄？只要你准备好了…
msgSelectBlockToCraft:选择银河系联合国的推进器
msgSelectBlockToCraft_Pad:通过{key:0}高亮该银河联合国推进器。
msgRecipeNeedsComponent:嗯…看起来我们需要一些元件来制造这个推进器。
msgCraftBlock:设置合成台制造推进器。
msgComponentExplanation01:那是什么？你问什么是元件？
msgComponentExplanation02:元件是由精炼的资源组成的机械部件！
msgComponentExplanation03:你会发现它们在制造更高级的零件时很有用。
msgComponentExplanation04:元件可以使用元件工厂来生产。
msgComponentExplanation05:幸运的是，这个基地已经配备了一个！
msgOpenComponentMenu:右键打开元件工厂，让我们看看他能做什么。
msgOpenComponentMenu_Pad:按下{key:0}，然后开启组件工厂菜单来看看它可以制造的东西。
msgCraftComponent:助推器需要金属纤维板，所以我们来制造它吧。
msgComponentBeingCrafted:元件工厂现在将用仓筒里的资源制造金属纤维板。
msgWorkOutHowToCraft01:这是你的金属纤维板…就这么简单！
msgWorkOutHowToCraft02:现在，让我们看看你能不能算出如何使用这个基地制造助推器。
msgWorkOutHowToCraft03:这是一个提示…你需要去找一些资源！
msgCraftingHint01:检查合成台的的菜单看看你制造推进器需要的资源。
msgCraftingHint02:助推器通常需要有燃料才能工作…
msgCraftingHint03:打开“元件工厂”菜单，了解用什么制作你需要的元件。
msgCraftingHint04:你正在寻找的资源可能在地下…
msgAttachBlock:好了，老兄。现在把助推器
msgComplete01:你是我的救星啊…“咳嗯”
msgComplete02:我想我现在可以叫你“朋友”了，我认为你当之无愧！
msgComplete03:多亏了你，我才有可能完成我的会议！
msgComplete04:祝你好运，我的朋友，我相信我们还能再见面的…
msgReward01:你指导，你最近帮了我很多忙…
msgReward02:…所有这是我送给你的小礼物（小心你的头）。
msgReward03:玩得开心！
msgLeavingMissionArea01:等一下，我得去开会了…
msgLeavingMissionArea02:好的，你回来的时候我就在这里等你…
QLTitle:工业制造III
QLDescriptionLong:制造者迈克有点小麻烦！他说他要去参加一个重要的会议，希望有人能尽快找到他。那么，你还在等什么呢
QLDesc01:寻找制造者迈克
QLDesc02:检查制造基地
QLDesc03:制造一个银河系联合国喷射推进器
QLDesc04:给制造者迈克装上助推器
$FindTradingStationWithMissions
QLTitle:可用的新任务
QLDescription:在附近的一个贸易站有新的任务。打开交易站的任务板查看它们。
QLFindTradingStation:寻找交易站
$StuntMissionNotifcations
msgComplete:你做到了！恭喜你！
msgOutOfBounds:你出界了。重新尝试！
msgOutOfTime:时间到了。重新尝试！
msgQuitFromMenu:要放弃吗？准备好后就回来重新尝试吧。
$Mission_Stunt_DragRace300M11p50Sec
