$BlockNames
EXP_JointSet_1_Axle_111:新研科技 小型輪軸
QLTitleGrade2HarvestingShards02:鈮瑛采掘機
QLDescGrade2HarvestingShards02:採掘鈮瑛
QLLongDescGrade2HarvestingShards02:重礦工業宣布計劃建造一個名為“坩堝”的大型離子激光采礦衛星接收站。他們說，它將能夠在一次爆炸中蒸發整個行星，釋放出寶貴的資源。對於這個項目，他們需要大量的燃燒能量。找到鈮瑛並把它們打碎。 重礦工業將會注意到這些地點，並開始深入挖掘這些地區。你可以保留你收集的物塊。
QLTitleGrade2HarvestingShards03:博瑛采掘機
QLDescGrade2HarvestingShards03:採掘博瑛
QLLongDescGrade2HarvestingShards03:黑化軍隊正在為了他們的一個秘密項目收購到所有能夠收集到的博瑛。誰知道他們的計劃是什麼呢。但是重礦工業想在陽光燦爛的時候賺錢。找到博瑛並把它們粉碎。 重礦工業將跟踪地點並開始深入採礦作業。你可以保持收集到的物塊。
QLTitleGrade2HarvestingShards04:鎂瑛采掘機
QLDescGrade2HarvestingShards04:採掘鎂瑛
QLLongDescGrade2HarvestingShards04:重礦工業想讓你清除盡可能多的鎂瑛。這些惱人的浮動碎片乾擾了他們的地質測量設備。把它們敲得出來。
QLTitleGrade2HarvestingJelly01:木膠收割機
QLDescGrade2HarvestingJelly01:採集木膠
QLLongDescGrade2HarvestingJelly01:重礦工業正在測量世界各地的外來樹木的木膠產量。他們需要你減少樹木的樣本選擇，他們將追踪木膠產量，以幫助收集關於木膠農業最好的地方的數據。
QLTitleGrade2HarvestingJelly02:赤油採集機
QLDescGrade2HarvestingJelly02:採集赤油
QLLongDescGrade2HarvestingJelly02:有傳言說，最近赤油的減少是由於他們的主要井正在乾涸。不管怎樣，市場目前都在搶購赤油，而重礦工業希望找到最富赤油的地區來進行大型鑽探活動。找到赤油岩並把岩打開。 重礦工業會跟踪你的數據，並獎勵你。
QLTitleGrade3Harvesting01:大師級收割機 I
QLDescGrade3Harvesting01:砍樹
QLLongDescGrade3Harvesting01:計劃在這一地區進行另一個採石場。 重礦工業將獎勵那些清理他們的樹木配額的勘探者。把它們敲得稀巴爛！
QLTitleGrade3Harvesting02:大師級收割機 II
QLDescGrade3Harvesting02:清理石頭
QLLongDescGrade3Harvesting02:重礦工業正在對這一地區進行另一項全面的調查。他們需要你打破這個區域的岩石，這樣他們就能標記內容，並確定下一個挖掘地點應該在哪裡。
QLTitleGrade3Harvesting03:大師級收割機 III
QLDescGrade3Harvesting03:精煉資源
QLLongDescGrade3Harvesting03:重礦工業推出了一個精煉效率項目。這是一個關於勘探者如何改進他們的資源區塊的任務，以確定最佳實踐和提高市場上的資源樣本質量。他們要求所有的勘探者在重礦工業監測他們的過程時對其進行精細化。
QLTitleGrade3Harvesting04:大師級收割機 IV
QLDescGrade3Harvesting04:變賣資源
QLLongDescGrade3Harvesting04:由於藍矮星採礦船失去了獵戶座的礦物產出，地球資源市場一直處於虧損狀態，引發了一場大危機。 重礦工業需要你賣出盡可能多的塊來填補空白。他們會獎勵你的。
msgCompleteGrade1Harvesting01:新手收割機 I 任務完成！
msgCompleteGrade1Harvesting02:新手收割機 II 任務完成！
msgCompleteGrade1Harvesting03:新手收割機 III 任務完成！
msgCompleteGrade2HarvestingOre01:鐵礦採掘機 任務完成！
msgCompleteGrade2HarvestingOre02:镉瑛採掘機 任務完成！
msgCompleteGrade2HarvestingOre03:鈦礦採掘機 任務完成！
msgCompleteGrade2HarvestingOre04:煤礦採掘機 任務完成！
msgCompleteGrade2HarvestingShards01:氖瑛采掘機 任務完成！
msgCompleteGrade2HarvestingShards02:鈮瑛采掘機 任務完成！
msgCompleteGrade2HarvestingShards03:博瑛采掘機 任務完成！
msgCompleteGrade2HarvestingShards04:鎂瑛采掘機 任務完成！
msgCompleteGrade2HarvestingJelly01:木膠收割機 任務完成！
msgCompleteGrade2HarvestingJelly02:赤油採集機 任務完成！
msgCompleteGrade3Harvesting01:大師級收割機 I 任務完成！
msgCompleteGrade3Harvesting02:大師級收割機 II 任務完成！
msgCompleteGrade3Harvesting03:大師級收割機 III 任務完成！
msgCompleteGrade3Harvesting04:大師級收割機 IV 任務完成！
$GSO2CraftingTutorial01
msgIntro:嘿，看看誰回來了…
msgBaseFound01:很高興再次見到你，哥們。
msgBaseFound02:這裡是你的老朋友，<color=#81ccefff>製造者邁克</color>！
msgBaseFound03:我的<color=#81ccefff>基地</color>又出了一點意外。
msgAttachReceiver:也許你可以再幫我連接一下<color=#81ccefff>接收器</color>？
msgReceiverAttached01:謝了老兄，現在我可以再次使用這個<color=#81ccefff>筒倉</color>了！
msgReceiverAttached02:小心頭頂！
msgSiloExplanation01:什麼？你不知道？ …
msgSiloExplanation02:<color=#81ccefff>筒倉</color>可以容納一噸的資源塊！
msgAttachConveyors:去吧，把剩下的<color=#81ccefff>傳送帶</color>也組裝好。
msgConveyorsAttached01:但是你知道的…我要告訴你個小秘密…
msgConveyorsAttached02:那些<color=#81ccefff>交易站</color>…他們完全是敲詐！
msgConveyorsAttached03:所以，我找到了一個自己做<color=#81ccefff>零件</color>的方法…
msgConveyorsAttached04:特殊服務來了！小心你的頭頂…
msgFabricatorSpawned01:看，<color=#81ccefff>合成器</color>！
msgFabricatorSpawned02:當然，我會讓你為我做一些東西…
msgFabricatorSpawned03:嗯…我的意思是，為什麼不讓我告訴你如何使用它？
msgAttachFabricator:把<color=#81ccefff>合成器</color>放在<color=#81ccefff>傳送帶</color>的末端，可以嗎？
msgOpenMenu:好的！現在<color=#81ccefff>右鍵</color>使用<color=#81ccefff>合成器</color>。
msgOpenMenu_Pad:太棒了！現在按下{key:0}，然後指向<color=#81ccefff>合成台</color>並按下{key:1}。
msgCraftBlock:選擇<color=#81ccefff>銀河政部單方塊</color>，然後點擊<color=#81ccefff>製造</color>按鈕。
msgCraftBlock_Pad:用{key:0}選擇<color=#81ccefff>銀河系聯合國單方塊</color>然後按下{key:1}來製造它。
msgCraftingInProgress:<color=#81ccefff>合成器</color>會自動把資源從<color=#81ccefff>筒倉</color>取出資源塊來製造你想做的<color=#81ccefff>零件</color>。
msgTutorialComplete01:好了，老兄！
msgTutorialComplete02:你為什麼不在這兒再做一會兒零件呢？ …
msgTutorialComplete03:我還有一些其他的“生意”要先處理。
msgTutorialComplete04:再見，老兄。
msgTutorialComplete05:任務完成
msgBlockOutsideArea:嘿！你想把那個零件拿去哪裡，老兄？
msgLeavingMissionArea:下次見，老兄。
QLTitle:工業製造II
QLDescriptionLong:製造者邁克在附近某處建立了一個新基地。找到他，聽聽他要說什麼。
QLDesc01:尋找製造者邁克
QLDesc02:重建邁克的基地
QLDesc03:製造一個零件
$GSO2CraftingTutorial02
msgIntro:噓… 在這裡，老兄…
msgBaseFound01:怎麼了，老兄！
msgBaseFound02:<color=#81ccefff>製造者邁克</color>是我的名字…
msgBaseFound03:…今天是你的幸運日！
msgBaseFound04:我的<color=#81ccefff>基地</color>遭到了攻擊…
msgBaseFound05:…你得去幫忙修理！
msgAttachConveyors:我的朋友，請幫我把那些<color=#81ccefff>傳送帶</color>連接到投送炮上面。
msgConveyorsAttached01:我想自己做來著，但是你看…
msgConveyorsAttached02:…我不能像以前那樣自由地活動身體了！
msgAttachReceiver:把<color=#81ccefff>接收器</color>放在<color=#81ccefff>傳送帶</color>的末端，可以嗎老兄？
msgReceiverAttached01:做的很好！
msgReceiverAttached02:想像一下我可以通過賣資源塊獲得的<color=#81ccefff>財富</color>！
msgReceiverAttached03:小心頭頂！
msgUnrefinedChunksSold01:什麼？哦，好的，嗯嗯。我將與你分享利潤…
msgUnrefinedChunksSold02:別抱怨了，天哪！
msgUnrefinedChunksSold03:但是你要知道…
msgUnrefinedChunksSold04:…這裡有個辦法能賺 更多 的錢！
msgUnrefinedChunksSold05:我告訴你個小秘密…
msgUnrefinedChunksSold06:特殊服務來了！小心你的頭頂。…
msgRefinerySpawned:介紹一下，這個是<color=#81ccefff>精煉器</color>！
msgAttachRefinery:好的老兄，把<color=#81ccefff>精煉器</color>放在<color=#81ccefff>傳送帶</color>的側面。
msgRefineryAttached01:做得很好！
msgRefineryAttached02:<color=#81ccefff>精煉器</color>會把粗糙的礦物精煉成一些閃閃的礦物…
msgRefineryAttached03:…出售的價格也會更高！來看看吧…
msgTutorialComplete01:你的工作做得不錯，老兄！
msgTutorialComplete02:也許我會讓你暫時照看我的<color=#81ccefff>基地</color>…
msgTutorialComplete03:當然，我還有一些……“差事”要辦。再見，老兄。
msgTutorialComplete04:任務完成
msgBlockOutsideArea:嘿！你想把那個<color=#81ccefff>零件</color>拿去哪裡，老兄？
msgLeavingMissionArea:好吧，回見，老兄。
QLTitle:工業製造
QLDescriptionLong:有個傢伙自稱叫製造者邁克，他需要你幫他重組他的基地。找到他然後幫他一下。
QLDesc01:尋找製造者邁克
QLDesc02:組裝傳送帶
QLDesc03:裝載接收器
QLDesc04:裝配精煉器
QLDesc05:出售精煉後的礦石
$GSO2CraftingTutorial03
msgIntro:孩子，你在哪裡？
msgBaseFound01:餵這裡！
msgBaseFound02:又來看老<color=#81ccefff>製造者邁克</color>了嗎，是嗎？
msgBaseFound03:你運氣真好！我正在處理一個新項目…
msgBaseFound04:…我知道你有多喜歡幫助你的老朋友！
msgAttachFilter:也許你可以把<color=#81ccefff>過濾器</color>裝在我的<color=#81ccefff>基地</color>上。
msgFilterAttached01:那是什麼？過濾器是做什麼的？
msgFilterAttached02:當然了，線索就在名字裡 ！
msgFilterAttached03:它是一個可以過濾資源塊的傳送帶…
msgFilterAttached04:…所以一些資源塊可以通過它，其他的會被它忽略！
msgFilterAttached05:你為什麼不自己試試他，老兄？
msgSetFilter:右鍵過濾器後拖動到右邊欄的<color=#81ccefff>木頭塊</color>圖標後鬆手就可以讓過濾器<color=#81ccefff>過濾</color>木頭塊。
msgSetFilter_Pad:撿起這一 <color=#81ccefff>原木塊</color>並用{key:0}將它放置在<color=#81ccefff>過濾器</color>上。
msgFilterSet01:完美！
msgFilterSet02:為什麼我們要過濾特定的資源塊？
msgFilterSet03:小子，我還以為你不會問這個！
msgFilterSet04:特殊零件件來了！注意你的頭頂（我想你知道這過程）…
msgGeneratorSpawned01:燒盡天空吧，這是<color=#81ccefff>燃燒發電機</color>！
msgGeneratorSpawned02:<color=#81ccefff>燃燒發電機</color>可以燃燒資源塊來給你的基地供電。
msgGeneratorSpawned03:它甚至可以在漫長寒冷的夜晚工作到天明！
msgAttachGenerator:把<color=#81ccefff>燃燒發電機</color>連接到<color=#81ccefff>基地</color>，如果你想繼續的話。
msgFeedGenerator:將<color=#81ccefff>原木</color>返回到輸送器上從而將它傳輸至<color=#81ccefff>發電機</color>內。
msgGeneratorAttached01:<color=#81ccefff>木頭塊</color>在給<color=#81ccefff>電池</color>充電而且<color=#81ccefff>防禦罩</color>啟動了！
msgGeneratorAttached02:我們需要保持<color=#81ccefff>發電機</color>有儲備的燃料，雖然…
msgAttachReceiver:將<color=#81ccefff>接收器</color>連接到<color=#81ccefff>傳送帶</color>的末端。
msgReceiverAttached:看<color=#81ccefff>過濾器</color>在這些雜七雜八的資源中分揀資源…
msgFilterExplanation01:然後<color=#81ccefff>過濾器</color>分揀了<color=#81ccefff>木頭塊</color>送到<color=#81ccefff>發電機</color>
msgFilterExplanation02:…讓其他的一切都繼續向<color=#81ccefff>倉筒</color>移動！
msgFuelExplanation01:我會告訴你個小秘密，老兄…
msgFuelExplanation02:<color=#81ccefff>發電機</color>不僅可以使用<color=#81ccefff>木頭塊</color>發電…
msgFuelExplanation03:它也可以使用其他<color=#81ccefff>資源</color>發電！
msgOpenFilterMenu:<color=#81ccefff>右鍵後按住</color>那個<color=#81ccefff>過濾器</color>來打開<color=#81ccefff>過濾菜單</color>。
msgOpenFilterMenu_Pad1:按下{key:0}以開啟<color=#81ccefff>瞄準標線</color>。
msgOpenFilterMenu_Pad2:指向<color=#81ccefff>過濾器</color>並按下{key:0}以打開<color=#81ccefff>過濾菜單</color>。
msgSelectFuelChunks:現在懸停在<color=#81ccefff>僅過濾可燃資源</color>的上面然後<color=#81ccefff>鬆開右鍵</color>。
msgSelectFuelChunks_Pad:選擇<color=#81ccefff>過濾集合</color>選項，然後選擇<color=#81ccefff>僅過濾燃料塊</color>。
msgFilterSetToFuel01:就是這樣！
msgFilterSetToFuel02:看一看其他的一些資源，都可以作為<color=#81ccefff>燃料</color>…
msgTutorialComplete01:你似乎很喜歡這個過程，老兄…
msgTutorialComplete02:…所以為什麼不在我離開的時候幫我保管這個基地？
msgTutorialComplete03:別擔心，我會回來的…“不久”。再見，老兄。
msgTutorialComplete04:任務完成
QLTitle:工業製造III
QLDescriptionLong:製造者邁克又來到這個區域了。他想告訴你一些小秘密，老兄。
QLDesc01:尋找製造者邁克
QLDesc02:裝配過濾器
QLDesc03:設置過濾“木頭塊”
QLDesc04:啟動基地的防禦盾
QLDesc05:裝載接收器
QLDesc06:將過濾器設置為“只過濾可燃資源”
msgLeavingMissionArea:哦，你已經離開了嗎？
msgBlockOutsideArea:老兄想搗鬼？
$GSO2CraftingTutorial04
msgIntro:好吧如果那個不是我的老朋友…
msgBaseFound01:你好，老兄！
msgBaseFound02:你在另一個賺錢的生意裡抓住我了！
msgBaseFound03:事實上，我正在期待一個特殊的貨物…
msgBaseFound04:小心頭頂！
msgScrapperSpawned01:這就是所謂的<color=#81ccefff>廢品處理機</color>。
msgScrapperSpawned02:這是一些科技公司最先進的技術，老兄。
msgScrapperSpawned03:首先，它吞下<color=#81ccefff>零件</color>…
msgScrapperSpawned04:…然後他會吐出來<color=#81ccefff>資源塊</color>！
msgAttachScrapper:把<color=#81ccefff>廢品處理機</color>裝配到<color=#81ccefff>基地</color>上然後觀察它工作。
msgScrapperAttached:很好很好…
msgPutBlockInScrapper:現在隨便翻出來個<color=#81ccefff>銀河政部方塊</color>，然後放在<color=#81ccefff>廢品處理機</color>邊上就可以了！
msgScrappingInProgress:（希望你不需要那個<color=#81ccefff>銀河政部方塊</color>，老兄）
msgTutorialComplete01:咜嗒！ <color=#81ccefff>資源塊</color>蹦出來了！
msgTutorialComplete02:通過在<color=#81ccefff>交易站</color>販賣方塊，你可以將<color=#81ccefff>方塊</color>變為<color=#81ccefff>財富</color>！
msgTutorialComplete03:什麼？你找到了<color=#81ccefff>方塊</color>，所以你想要點利潤？
msgTutorialComplete04:哦，老兄！很好，很好…
msgTutorialComplete05:不過，我有一個“商業交易”在別的地方…
msgTutorialComplete06:再見，老兄。
msgTutorialComplete07:任務完成
msgLeavingMissionArea:我很快就會回來，老兄。
msgBlockOutsideArea:我會帶<color=#81ccefff>零件</color>回來感謝你，老兄！
QLTitle:工業製造 II
QLDescriptionLong:製造者邁克找到了另一個賺錢的方法，或許他會和你分享一些這方面的知識…
